1000 10000
459 535 97
32 952 -83
225 474 64
415 476 82
659 787 -6
12 371 5
379 715 59
123 842 -5
300 655 15
606 851 71
76 536 34
11 917 -4
55 263 42
801 985 -58
119 515 -17
876 960 -96
530 612 41
66 815 66
153 601 82
339 421 -83
779 953 -91
51 579 -50
521 920 33
430 795 -41
394 736 59
378 801 -48
530 883 63
221 700 -75
478 667 12
69 815 -51
285 734 -19
67 862 4
16 597 -18
393 819 48
701 865 -74
564 702 -48
720 961 -47
299 775 28
149 936 87
362 944 12
831 959 -57
1 558 -27
254 422 -76
825 955 -28
176 785 -14
543 827 69
43 158 62
453 575 64
122 757 -17
146 680 -60
399 837 41
661 870 -79
194 398 6
88 476 -84
747 985 33
599 673 0
18 72 -88
49 515 55
49 885 -70
751 895 89
226 874 -63
972 998 99
552 948 -75
16 921 73
64 381 52
23 429 47
240 724 64
254 342 2
480 767 -29
116 481 -98
32 574 84
258 590 -38
638 791 56
165 204 15
444 480 -60
733 864 3
185 982 -14
17 813 62
647 738 -3
794 905 35
585 692 -11
779 895 40
258 901 26
116 882 -5
272 419 -44
407 436 -34
54 890 3
239 683 -54
866 930 19
664 692 94
573 852 -27
123 125 77
531 964 81
285 853 -96
152 875 5
369 577 -79
197 988 -68
563 888 33
362 766 54
284 838 96
247 879 -55
515 604 36
755 842 44
418 876 -39
72 160 -59
723 893 74
606 629 -27
264 876 62
754 818 -11
421 1000 57
194 202 -54
78 546 -19
479 705 -11
286 723 -18
266 698 -22
285 573 -89
53 454 -46
52 604 -53
157 460 7
5 279 -86
109 898 -87
106 183 10
634 803 -27
717 918 52
121 999 49
55 954 -68
328 514 47
486 606 25
65 383 -43
170 407 15
40 395 -50
455 463 -31
454 981 -6
35 875 72
202 621 -16
458 643 -71
707 767 -8
173 177 3
571 954 72
256 409 67
74 237 -23
300 897 -22
869 939 10
882 933 17
627 649 -19
123 155 -36
429 961 -61
216 430 1
725 855 -26
301 621 -58
239 722 18
36 955 -62
14 734 27
856 864 44
58 176 -71
839 873 46
950 973 51
262 273 -62
281 983 33
548 668 91
19 281 0
234 797 -71
596 855 -51
698 820 -37
22 289 90
453 903 -7
634 788 61
430 685 81
285 632 28
66 334 -19
707 910 -51
714 860 44
19 105 -1
334 788 -21
235 319 -47
82 920 -35
366 416 1
574 834 5
110 483 -99
321 344 -45
247 714 -72
933 995 -75
229 375 2
456 791 2
558 756 -24
329 630 81
739 781 -11
57 477 34
656 860 94
470 854 89
196 245 85
387 688 24
49 795 86
30 968 -86
101 350 -30
366 406 -69
225 864 99
542 685 -14
138 500 83
187 708 66
153 756 -56
95 473 -4
436 444 0
153 322 -13
538 965 57
372 858 -53
337 872 17
337 396 -42
199 489 -87
544 645 84
737 979 -40
411 606 10
720 922 20
327 444 -73
15 644 -27
171 980 60
200 721 32
369 744 56
106 797 56
119 754 14
335 839 54
580 661 99
223 727 85
897 998 73
198 858 -86
226 843 -13
640 922 -49
41 364 -67
51 874 -11
163 454 37
175 889 81
307 525 6
516 793 -13
379 635 75
301 325 -70
41 790 -70
434 664 -52
891 948 95
417 429 -72
79 87 61
27 871 94
406 470 82
146 205 97
320 995 27
105 781 77
23 325 -86
106 212 79
290 393 -93
772 840 -69
204 661 33
409 983 -95
302 675 63
241 455 -60
399 565 19
610 999 13
359 743 63
133 198 41
275 688 66
62 609 1
737 965 -18
179 557 23
343 930 -94
693 708 -89
66 553 0
37 694 -23
191 969 -23
604 726 38
42 209 -34
310 740 -71
566 652 58
349 626 -29
253 782 57
476 833 65
23 241 -23
914 966 69
123 256 57
381 565 81
298 440 -62
140 393 -65
526 975 -81
399 807 47
639 872 -59
137 181 -15
437 625 -71
5 705 20
183 497 24
542 927 -27
61 516 56
657 811 2
14 880 57
73 195 -74
49 98 -34
155 255 -5
282 790 85
666 823 71
29 78 -11
685 866 89
447 880 30
205 871 -55
390 655 -22
28 997 58
96 310 52
725 761 -73
537 753 -78
402 768 -3
214 634 5
191 761 -53
28 503 -4
55 463 83
136 910 -99
212 725 60
261 291 3
58 807 -46
352 793 -57
465 763 -78
183 790 16
100 997 11
463 587 -27
539 788 -13
78 218 -11
376 458 8
162 518 49
328 632 -43
510 760 16
211 880 -63
413 831 29
193 630 -46
3 207 24
26 725 40
436 706 -28
97 547 -72
188 976 -4
204 878 99
281 616 -67
473 714 -52
829 920 41
482 855 51
269 832 -25
550 928 -22
89 180 -22
735 822 73
454 993 97
602 706 52
94 431 -72
676 928 47
25 507 62
637 927 -87
168 610 80
7 783 2
900 999 -13
502 618 33
6 63 71
34 819 89
195 604 -25
13 592 87
820 975 -60
264 826 -44
210 515 84
618 827 -50
922 975 82
92 824 -99
225 427 58
246 589 -76
66 790 -71
53 368 -70
355 929 -34
324 585 -94
859 929 57
557 752 87
133 699 47
676 944 -83
307 465 -55
26 726 35
370 433 59
55 306 53
64 335 -17
757 972 -15
455 515 -25
191 461 -10
418 768 -75
311 496 98
32 158 -82
89 564 -56
152 374 -36
304 482 -26
404 819 -38
501 865 66
242 919 27
226 904 -40
375 736 -27
463 884 96
609 885 40
19 189 -29
423 768 -18
85 269 -21
101 679 51
644 679 72
370 900 -11
135 261 -49
145 942 -35
266 961 -42
33 761 -24
494 798 60
489 733 -40
305 984 42
544 565 -63
100 486 97
140 365 -83
901 960 1
657 944 76
790 837 33
226 922 -35
74 290 -58
741 956 -7
95 943 -53
607 902 95
13 700 68
456 926 -41
268 986 -52
111 910 20
66 380 6
312 322 -10
358 918 -83
182 198 61
250 830 -78
20 637 32
640 937 -83
399 704 49
83 656 79
890 967 29
247 813 6
268 363 72
449 803 -89
174 823 58
463 794 -13
263 498 76
271 708 -39
369 597 -76
534 583 74
202 947 10
102 700 85
225 496 -88
290 802 -99
416 928 21
461 635 -26
182 803 -24
399 737 13
524 698 -90
575 728 -73
162 576 -37
89 315 6
16 128 67
746 941 79
656 900 39
205 407 76
80 567 53
646 679 -55
192 345 36
143 433 34
354 623 -96
99 328 87
336 927 84
261 483 48
154 179 -14
722 832 -96
67 186 -79
114 680 98
395 820 15
881 900 -2
51 513 -23
204 490 -66
564 616 60
640 801 79
105 778 33
173 701 -41
109 656 59
214 360 50
526 616 -14
133 368 -8
669 748 11
391 660 79
169 865 -87
565 881 42
2 989 7
567 710 71
587 838 55
964 970 35
147 632 -16
348 890 5
93 212 -49
325 392 -47
745 807 -64
516 936 -95
603 773 7
566 644 -62
142 780 -38
127 596 -39
166 932 29
394 973 41
589 681 -41
191 702 97
61 697 3
192 494 20
90 660 59
530 553 45
696 875 63
620 905 58
153 846 55
706 854 91
118 447 -38
293 311 77
323 690 -62
219 708 9
573 935 36
830 848 -57
365 1000 -61
70 205 -5
652 844 94
155 825 -76
539 866 2
412 598 1
337 338 89
185 347 91
605 711 -39
810 845 -18
41 166 -7
136 990 -74
26 77 -89
343 488 6
296 681 -40
642 884 4
841 844 35
41 155 -13
273 320 -78
408 705 -66
508 781 54
203 913 -95
208 488 -50
372 555 56
92 751 -12
378 598 -74
650 905 -28
147 961 -40
7 247 -11
160 507 -94
597 995 71
152 528 80
845 971 -47
222 674 -36
118 930 30
471 616 81
69 693 33
200 328 50
922 925 14
247 801 -32
91 780 90
453 880 85
349 868 22
604 690 89
296 823 -37
503 988 -43
261 358 -53
604 886 34
17 226 -8
457 946 -53
528 813 71
113 131 11
288 949 24
288 720 67
421 430 -59
494 658 30
71 491 -45
437 751 -34
278 859 2
323 714 36
14 513 -50
233 318 99
90 159 -45
4 476 -23
321 967 -4
423 692 54
809 902 10
348 522 -85
860 936 86
606 738 -4
151 248 45
621 978 77
294 334 1
25 757 19
565 930 -1
629 687 -24
864 974 -83
389 953 -25
771 891 51
391 481 15
166 917 -51
25 223 67
152 969 -31
408 655 -72
256 623 58
184 996 75
306 579 -5
411 973 31
241 835 65
57 586 -58
290 554 -92
17 49 40
451 624 46
22 635 56
952 962 87
72 286 -36
55 258 -95
54 640 -78
271 695 -4
639 997 13
12 448 80
33 738 24
51 65 -96
488 634 -66
40 62 -62
341 467 -22
680 963 -54
21 28 -14
32 95 -59
184 985 -99
401 449 26
82 193 -83
606 747 50
87 725 83
190 404 1
210 216 57
518 663 9
761 854 83
209 410 92
476 954 -13
264 574 -81
917 989 13
459 767 74
335 433 -12
302 622 -45
383 682 -59
252 443 -32
79 698 -58
641 962 64
430 909 -44
196 220 86
4 999 -29
621 776 -10
570 809 -44
173 529 -98
227 658 54
271 650 40
52 885 76
15 456 -80
13 711 -14
838 925 38
636 846 95
247 516 72
256 579 -32
825 850 -13
442 710 -51
333 456 -75
43 90 4
15 496 76
124 131 81
554 722 -91
76 132 -80
47 901 85
437 488 25
101 121 -15
543 920 -45
415 622 -19
98 701 -94
254 986 95
28 61 -21
7 426 21
400 796 8
324 852 30
176 595 1
150 422 -57
122 152 16
489 564 64
592 886 -13
245 488 81
842 887 6
517 737 83
265 785 24
82 206 63
586 780 6
223 344 -78
108 893 54
732 937 94
130 402 -58
490 542 61
286 679 70
234 367 14
321 366 -81
543 760 -46
1 652 -57
153 289 -3
763 906 -16
656 878 52
515 723 -21
309 836 36
509 618 -33
80 377 -4
80 815 -14
819 967 38
907 933 17
136 470 73
195 545 -29
30 418 77
387 963 40
42 697 -95
511 610 -92
683 780 51
589 670 51
491 925 -72
255 471 38
116 672 -41
430 682 -73
21 730 -95
630 840 20
473 523 -24
476 494 86
752 911 70
165 609 -73
77 815 98
124 848 -28
144 976 -20
167 942 -85
63 766 -3
42 538 93
316 952 -62
288 925 -8
102 959 -9
82 890 -81
102 865 52
291 395 23
279 353 21
68 320 30
383 394 -43
452 681 -10
221 410 -86
110 368 -70
470 823 9
113 485 -27
201 764 -6
237 268 -9
630 853 -8
320 656 -96
540 583 -10
303 381 26
388 556 38
225 418 36
543 619 73
131 536 -87
197 388 74
423 857 -58
155 438 81
825 973 -29
566 742 39
460 866 97
33 828 82
750 995 -57
417 769 -64
399 854 32
371 714 30
170 631 23
35 773 -78
733 961 74
109 560 44
455 903 -67
319 384 45
130 782 0
195 631 -67
143 153 -13
267 944 -73
676 900 71
8 817 -48
516 719 -84
182 899 -59
112 663 -87
95 855 -80
946 997 -84
110 890 -41
9 413 -3
229 752 -30
619 867 86
401 598 -1
710 789 71
304 996 1
250 538 -58
800 1000 58
212 615 -27
129 778 -5
375 459 42
214 247 90
344 518 -85
234 544 -8
367 695 91
672 981 -97
581 789 -86
566 944 88
402 532 79
22 97 41
179 718 -83
44 74 34
411 478 -24
149 723 92
531 863 41
474 731 -70
502 614 74
116 524 -27
463 646 -42
77 507 -89
214 554 -62
288 508 87
38 629 28
352 711 37
612 853 37
79 117 15
510 579 -45
335 586 4
68 901 45
33 927 89
13 970 26
321 565 98
136 176 0
252 869 -29
378 828 66
324 514 54
352 743 -53
736 995 31
459 964 -22
23 222 9
709 710 -3
486 578 42
313 761 70
77 84 91
428 897 -93
478 891 13
288 437 89
10 651 10
361 367 77
172 852 96
867 933 92
284 943 93
39 180 35
202 868 -27
469 638 -15
27 120 15
394 745 20
718 917 -62
155 936 -68
762 791 99
152 188 43
371 741 73
342 839 75
91 720 40
614 836 -10
683 873 52
379 873 -47
634 800 90
234 987 -8
183 375 55
596 625 -56
319 561 -16
191 221 12
60 94 -89
859 932 -15
165 724 74
82 758 65
264 721 -77
486 668 -52
805 969 -22
387 541 67
447 710 -12
280 641 53
356 480 -28
246 562 -95
318 525 16
363 469 -17
92 789 64
133 831 -62
27 194 84
138 659 42
324 970 -25
73 921 -6
124 950 27
197 592 -29
640 694 61
178 376 -97
383 403 -56
251 872 -73
551 926 -70
430 975 88
68 553 86
264 768 -27
289 462 -24
665 822 -61
204 270 78
520 904 67
806 991 95
420 784 7
346 851 66
47 114 -67
335 444 -64
266 278 -16
247 547 -47
150 868 -15
211 858 -38
846 994 99
418 543 8
28 464 -81
472 499 -48
128 566 -8
157 164 92
24 660 -71
410 870 -60
460 607 57
718 877 -56
91 745 90
941 991 3
556 565 41
73 186 36
197 708 79
470 540 79
689 999 -28
406 438 -18
528 761 69
726 752 -86
290 981 29
518 818 -60
526 840 -79
412 731 -73
55 100 6
492 578 -59
690 781 -89
76 506 -51
56 533 59
20 351 39
419 859 -25
51 182 20
105 328 38
257 850 17
630 859 38
287 542 33
426 494 18
258 865 6
29 632 15
37 683 -42
364 981 86
182 756 16
7 967 -98
284 900 45
777 917 4
174 512 16
84 495 -63
120 606 -67
75 213 -82
81 933 -82
81 217 -9
814 997 37
406 677 75
490 839 -99
367 796 43
249 824 -5
323 840 66
350 773 -87
97 430 32
262 671 -46
22 76 -9
212 809 25
528 969 -44
217 650 86
490 954 46
86 655 1
534 934 -60
159 956 32
194 533 99
355 825 2
548 793 83
323 549 52
251 276 2
336 604 -64
577 890 -14
735 748 -79
293 880 -10
56 465 -79
364 464 -61
786 814 -5
9 64 -93
410 964 -18
633 986 53
333 732 -86
349 564 22
165 903 -19
366 381 -44
502 546 -14
862 960 58
329 369 81
135 961 -24
763 820 -68
91 463 5
345 877 59
257 356 63
830 857 -13
789 824 -47
152 629 -13
116 991 -8
105 929 20
371 727 98
603 758 76
465 693 -16
522 831 -42
6 990 22
89 971 73
79 834 -23
96 762 1
174 1000 -46
109 976 -39
408 668 -97
238 692 2
34 726 52
78 814 92
516 911 77
880 963 -2
2 231 64
329 956 15
363 565 -35
91 257 95
377 437 -75
304 353 9
464 584 -53
18 465 -57
473 973 39
28 390 87
118 835 -86
283 486 64
719 840 99
544 809 90
272 745 -41
114 151 -32
373 623 73
413 752 -8
599 647 52
769 929 -44
796 960 -71
604 715 -81
275 459 62
425 548 9
272 783 -10
547 772 -90
515 876 96
69 671 79
135 662 0
815 936 -15
362 526 -11
522 660 -6
645 897 -2
283 643 -60
158 809 -33
229 366 -53
379 954 54
121 471 77
348 489 -66
363 473 -64
620 722 20
254 533 -24
342 910 90
397 627 -32
239 702 70
61 400 55
474 889 -66
331 946 -8
302 382 -34
311 914 -17
220 260 -76
461 656 2
51 225 30
538 625 -70
11 989 -66
75 320 -26
61 456 27
371 845 -27
104 856 40
343 668 -68
351 568 81
404 889 -7
393 874 58
886 948 35
563 946 -76
156 407 -10
12 103 -21
442 445 48
144 282 6
38 314 34
187 193 -44
232 430 93
422 795 -95
358 577 14
388 460 70
71 181 -19
353 878 7
192 342 22
367 887 67
161 950 42
790 934 -48
63 147 49
451 772 -13
185 843 -6
15 62 -87
708 810 86
254 528 -61
656 767 20
221 446 61
283 364 -1
115 135 -67
374 651 22
740 810 68
355 971 44
358 608 74
14 547 -25
339 767 -53
655 702 -85
121 905 -64
40 278 82
151 201 68
857 913 68
623 995 41
319 541 -45
199 657 -59
206 897 46
63 801 96
102 931 -98
319 433 -25
232 494 3
645 841 -40
315 638 91
188 803 -81
51 580 -18
167 994 31
97 783 -1
101 927 68
624 772 88
81 621 -96
440 718 5
518 720 45
238 829 10
412 611 65
86 338 -46
710 988 24
68 121 63
522 560 -94
44 460 95
116 641 -92
469 503 38
604 914 -94
42 241 -62
580 839 31
695 959 84
531 568 21
169 926 -8
161 901 93
403 784 12
739 907 21
36 499 -29
875 961 -77
8 214 -54
76 744 -53
14 245 -9
455 914 85
56 308 -7
344 989 36
302 414 -1
627 808 34
236 541 37
99 554 35
553 974 38
475 526 -21
281 833 88
125 269 96
538 851 81
169 658 -84
709 922 23
21 312 -32
272 637 -18
149 240 -92
520 781 60
905 957 61
807 995 -8
163 193 -8
433 467 -36
621 744 14
244 533 41
124 835 -24
585 967 34
541 548 16
326 542 -63
870 872 78
115 304 -25
88 641 -29
525 972 -22
158 799 94
129 383 -46
28 364 21
75 475 62
192 467 43
515 566 91
364 986 47
467 846 20
561 994 -18
448 779 -14
56 164 49
512 990 -42
56 486 51
143 404 -45
445 480 16
237 290 -43
230 614 2
17 62 -97
180 948 97
240 811 29
481 725 87
85 975 46
463 529 3
51 599 67
212 471 -91
487 489 -88
788 986 -39
225 869 63
349 603 -28
675 687 -27
137 583 -84
181 404 -18
162 226 -64
2 406 82
622 743 87
203 842 20
158 401 15
76 695 62
147 278 2
273 902 1
219 786 -91
274 624 75
247 963 36
9 518 -28
410 844 -69
538 632 -51
130 854 24
178 478 -10
396 702 -49
327 625 -88
477 940 -11
486 992 -82
704 835 82
336 834 -90
40 867 -99
44 710 31
411 533 -61
157 250 60
672 727 55
663 738 -9
244 794 -24
167 429 96
385 497 36
558 820 -70
352 733 8
70 334 59
93 915 74
5 136 7
379 584 77
574 750 26
315 422 65
134 836 -51
60 920 96
356 481 64
622 640 32
692 775 74
52 276 -64
291 978 -62
128 606 -29
315 381 -27
793 976 -87
152 683 97
143 582 29
56 274 -26
108 791 -76
139 433 86
266 917 -80
649 760 -66
6 735 -65
509 615 19
1 197 72
57 399 21
350 541 -51
138 489 62
195 406 -37
204 954 98
209 616 7
231 879 -20
232 345 99
95 673 -54
22 106 6
321 595 -67
5 515 6
561 957 -10
18 573 -89
262 897 32
532 606 66
556 921 -85
378 645 90
758 965 23
82 114 2
39 214 -46
231 688 -64
49 950 -5
724 932 -6
644 996 -14
205 288 -48
314 724 35
438 806 4
651 951 57
274 639 11
322 670 -45
745 804 -90
448 857 -16
414 865 -38
126 589 5
311 564 92
450 613 -98
75 863 41
532 740 51
442 543 67
185 298 -28
119 401 -41
245 647 85
309 378 24
179 876 -75
738 770 -51
509 703 -47
144 968 44
152 525 7
349 643 -44
348 682 97
123 412 28
157 998 -94
546 926 54
601 954 87
284 921 88
449 808 -27
797 924 40
439 957 51
80 561 9
504 588 -95
401 702 -97
486 655 96
337 769 -98
678 785 30
771 953 76
209 228 -76
586 660 -29
25 441 59
78 409 -45
894 994 -7
331 658 -94
25 688 99
147 477 48
178 704 -27
210 763 61
73 586 0
481 998 -95
55 992 40
35 64 -39
411 892 -90
720 939 -63
92 116 -89
451 653 37
523 590 0
587 648 80
54 821 2
95 207 -67
610 986 -25
141 901 30
320 584 97
87 122 73
676 726 -98
79 726 -91
147 252 95
116 241 78
656 725 -81
112 148 92
784 942 -66
381 792 0
518 899 -21
329 566 72
621 712 41
88 872 28
162 879 88
133 625 56
426 724 64
565 867 13
587 815 -29
152 703 -74
675 816 65
687 694 -24
65 207 89
197 699 -90
255 774 79
171 345 -75
705 932 -27
202 759 -97
369 463 -45
471 509 -70
535 912 97
489 610 -57
95 189 22
534 750 -49
454 729 -50
282 900 96
363 543 -55
365 378 -88
187 290 -81
27 391 -85
360 580 -37
109 340 32
68 883 25
475 783 -50
17 407 -70
359 784 -30
897 965 -75
355 661 95
20 485 1
176 734 40
519 617 -96
647 993 -98
405 669 -92
27 75 16
39 344 97
356 945 -82
485 782 -53
218 247 51
117 848 -87
847 886 -20
554 913 -94
164 987 55
405 507 -74
350 857 -88
341 795 -38
393 991 -95
190 384 16
269 789 -42
701 837 -54
610 1000 -67
242 366 -20
99 309 -96
455 988 -48
330 797 -54
180 323 58
111 601 -21
376 789 -53
321 337 -98
71 915 -68
318 731 54
305 856 31
652 739 -3
61 762 29
604 714 -85
331 591 94
264 345 21
415 842 -93
48 511 -81
66 903 99
656 804 87
70 769 -38
673 777 -36
367 683 21
95 379 -58
52 289 -40
323 452 65
388 765 -11
51 420 -57
120 497 22
273 711 -46
520 745 -72
131 615 -66
535 907 0
581 666 42
6 783 61
57 972 93
178 818 33
337 406 -47
14 889 -4
258 273 -11
154 923 -76
90 160 10
56 61 94
524 766 -22
757 935 26
74 162 73
131 440 23
388 935 67
144 441 18
586 681 18
736 965 -77
83 200 -11
308 990 39
63 566 70
47 696 -16
185 333 -95
166 680 -23
594 846 62
140 911 -43
207 691 -60
1 196 -19
42 566 -63
381 440 -46
494 917 96
660 973 -12
475 566 89
686 966 71
533 892 5
825 885 49
219 513 13
812 893 -29
305 327 56
321 651 20
147 962 95
567 647 -18
99 125 -29
301 379 -83
549 891 28
360 958 -95
404 636 79
724 800 5
114 601 32
280 331 51
61 88 50
979 988 38
86 288 63
343 490 -12
470 495 86
70 119 -70
73 274 -9
213 755 32
300 935 18
265 557 86
350 994 -78
444 692 99
186 913 -96
568 656 74
184 640 81
396 966 8
679 900 86
587 673 -67
374 598 -14
393 814 54
451 999 -91
18 266 -35
417 801 2
383 963 94
281 642 97
217 953 59
575 814 -94
49 740 -63
207 851 -96
32 472 76
448 631 18
414 946 -63
46 613 -65
181 678 27
122 252 -3
119 522 -80
177 325 92
560 821 70
804 942 -88
4 707 86
204 616 1
130 881 41
45 603 -74
164 907 48
436 441 -87
110 613 1
51 543 -15
202 546 12
314 406 8
795 802 69
199 596 73
74 854 -52
866 892 83
354 637 45
531 761 -64
77 963 89
250 742 -56
404 478 37
73 863 -66
571 936 -66
202 815 29
191 875 -22
636 787 96
215 738 -68
340 377 -96
834 855 -47
48 66 -56
476 636 34
116 677 -68
892 991 39
30 736 -26
826 947 -52
101 675 -10
658 934 -59
68 723 66
543 801 11
268 832 37
377 723 -34
465 513 0
605 811 9
120 705 13
129 525 -21
340 593 -63
492 775 -57
607 848 -16
576 603 36
468 837 32
542 793 -62
13 129 -37
511 653 -94
850 959 -35
733 845 -51
692 820 23
774 860 -10
44 697 -18
633 937 89
527 761 41
137 390 -13
149 447 -83
87 994 -21
906 945 -55
156 667 19
710 790 92
422 734 -98
612 741 -99
13 229 -43
514 579 -4
665 778 42
74 199 99
865 871 32
12 477 22
210 574 19
314 971 73
469 983 19
399 476 -53
249 254 -35
288 799 -59
510 693 91
521 566 -58
139 330 55
300 429 96
250 616 29
92 835 -62
83 750 -74
37 635 -46
538 679 -19
104 430 80
759 888 45
94 317 90
172 710 -64
7 979 -96
729 871 -73
272 505 -62
162 434 -33
366 863 -9
254 607 29
701 721 90
107 892 9
86 706 90
364 576 -81
945 987 66
52 730 -63
770 974 -64
580 595 47
667 838 88
898 944 -7
850 955 -93
213 476 -66
772 985 -98
389 462 44
362 435 -31
179 956 93
335 368 -82
42 584 -39
885 891 -72
439 712 -5
423 704 -35
132 165 19
203 493 65
611 733 72
656 945 -10
102 697 18
191 986 93
399 981 -83
219 454 -65
237 351 -69
440 887 94
497 767 71
34 774 -73
135 444 61
155 986 72
757 906 -19
327 637 -80
250 874 -71
218 488 -35
459 984 29
155 492 31
598 693 -1
199 674 99
430 971 -66
847 960 -36
360 449 96
577 684 -71
143 753 69
601 907 15
117 645 -89
142 689 50
12 169 -31
15 168 -54
528 651 2
374 686 15
479 685 -65
481 637 -92
423 830 12
44 998 55
212 910 -78
281 912 -93
6 210 76
246 942 -72
165 422 66
46 898 58
472 875 56
515 564 87
118 473 67
362 750 -84
461 571 90
515 754 -1
31 621 95
354 666 -51
408 825 67
55 972 68
524 937 -83
568 650 79
380 970 -86
141 836 58
554 761 44
96 259 69
138 856 -26
247 544 73
535 857 91
71 776 -54
142 392 -38
634 649 43
202 589 -70
36 193 -95
330 374 -68
395 620 -43
336 603 -37
93 406 84
586 876 -75
524 820 63
134 408 -89
137 326 -85
106 510 -31
227 852 -86
325 562 32
69 769 68
844 944 75
239 663 96
372 786 16
254 274 -55
639 711 -14
602 866 -16
201 926 97
269 566 -2
378 762 83
616 632 -97
414 769 87
19 796 -23
434 790 -90
391 659 29
859 879 12
167 445 95
131 544 -80
178 762 1
589 943 -22
98 736 41
684 887 71
343 601 -44
10 480 83
176 779 32
261 813 81
783 991 -2
724 825 -97
639 922 -79
152 674 37
104 382 -20
304 391 -9
42 435 -89
571 855 -20
323 706 -32
430 500 -38
219 420 32
104 733 11
321 389 -63
715 753 -20
641 676 -68
301 316 -60
83 399 38
224 969 46
408 945 66
140 330 97
2 361 53
275 466 -87
456 915 72
33 109 -95
335 431 43
910 991 40
398 659 -57
555 988 68
267 822 56
96 397 -23
96 852 39
128 988 -1
322 898 -61
102 888 -39
97 113 24
645 651 40
467 850 0
225 246 -75
672 868 60
614 855 61
75 511 61
528 601 33
532 555 -68
322 381 38
546 914 -26
133 187 -19
133 152 -65
207 327 -11
280 798 -25
708 817 27
670 977 -10
242 837 -34
375 855 64
339 931 87
609 952 83
709 749 15
526 596 20
111 944 -57
68 87 -78
519 823 55
105 695 6
442 646 52
150 169 -52
116 326 -3
436 614 -70
201 681 -6
665 865 17
425 487 44
120 403 -56
609 844 -62
129 767 71
324 940 -57
364 524 -60
380 530 75
420 955 8
465 822 -41
74 756 60
84 523 97
99 763 48
358 775 73
286 721 89
816 865 17
126 284 -94
736 943 24
492 538 68
366 973 -34
817 936 -36
293 462 91
100 982 -16
486 846 35
230 612 89
317 467 20
4 841 76
559 912 -10
199 499 -68
260 312 -7
25 241 -24
712 862 -71
293 561 77
27 650 20
491 998 -57
261 420 -26
795 918 0
54 509 -91
668 885 36
380 708 70
300 620 -80
402 950 79
89 751 -43
508 670 -68
464 769 -57
349 629 -66
16 303 -10
10 181 18
480 699 -79
467 800 -63
136 384 -35
145 505 -19
493 686 97
341 608 6
25 140 -82
14 75 -51
675 725 31
348 494 -33
321 731 -79
465 751 -19
69 788 68
28 127 -81
151 864 -36
230 888 54
887 915 28
234 714 35
35 967 -2
69 974 -59
394 680 -87
806 869 86
85 723 83
339 963 -18
447 577 83
319 512 28
638 731 96
56 556 -65
587 954 20
174 807 50
882 934 70
189 624 19
3 987 -64
673 894 95
51 985 -31
211 430 20
364 644 -86
6 184 -90
360 955 -20
200 768 93
765 912 58
742 750 -98
146 978 -1
575 760 -99
87 218 -12
55 444 22
295 362 -87
63 233 87
646 998 -86
237 740 -36
567 991 40
41 917 99
479 964 85
19 809 76
264 455 -39
28 849 41
25 481 95
717 784 -48
241 774 7
633 759 -74
61 723 -84
221 461 -71
77 411 -91
385 790 -21
217 417 81
552 930 67
176 523 -66
542 934 65
650 954 47
219 462 47
391 982 -65
128 287 40
55 923 -76
845 852 83
2 372 -80
498 895 16
499 764 20
221 335 49
15 611 41
654 783 81
705 710 17
653 906 -33
514 655 -37
11 654 -96
21 989 21
36 264 -88
46 122 51
184 470 -8
122 642 69
59 507 -76
425 712 76
193 549 86
408 569 32
23 821 95
295 800 68
178 269 17
171 339 69
397 546 45
923 970 91
578 823 -46
179 337 46
352 694 26
493 948 -74
125 392 -54
83 724 -23
621 870 90
144 582 54
511 854 -55
32 54 -5
748 985 31
206 932 4
911 950 53
378 986 61
152 599 98
85 705 -6
414 558 93
351 468 -75
335 760 57
214 965 24
124 431 -96
159 160 65
662 964 -98
205 669 92
189 547 -2
306 513 40
517 726 35
299 832 61
80 342 14
43 713 -49
269 794 -40
159 632 74
678 705 93
190 834 -31
167 703 -19
350 834 58
25 913 -94
738 796 69
10 589 43
271 520 -38
733 948 -85
217 918 6
279 735 -72
112 783 27
807 822 29
51 617 -53
412 849 76
119 167 7
445 899 -5
13 14 39
291 464 83
598 663 -28
484 810 51
861 905 8
106 785 54
62 951 93
507 899 21
263 861 -18
155 677 57
786 817 -29
596 682 3
464 938 -78
600 634 -18
47 612 -55
177 510 -75
389 395 -28
39 901 -38
368 824 -20
49 825 -77
994 999 41
597 610 96
72 125 -95
818 976 77
14 268 86
507 987 59
683 890 -25
106 898 -13
407 457 81
355 578 -88
2 836 -90
812 920 -88
187 675 13
181 326 60
215 286 37
451 743 -53
635 857 -16
505 565 40
341 383 83
272 303 -27
298 694 -13
19 926 -45
563 583 95
49 385 -55
472 683 -54
195 329 -63
577 900 -71
523 851 -71
437 544 50
48 715 -45
630 841 85
241 494 9
317 464 -73
10 38 64
836 937 -20
380 633 95
641 680 -22
360 834 77
687 853 48
502 575 -65
612 831 52
18 673 9
616 693 -37
133 677 -40
125 163 68
747 874 -83
84 433 -47
413 658 -48
243 301 -71
305 626 34
375 789 9
379 889 22
477 958 -39
42 439 -46
48 852 19
191 700 -57
124 726 -63
250 382 -54
624 764 35
169 616 -82
129 608 -6
378 528 55
314 921 51
215 391 48
465 603 41
718 729 55
387 633 84
467 801 13
772 948 -69
150 826 1
491 953 -68
17 520 51
